Rk,Name,Age,Tm,IP,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1st%,30%,30c,30s,02%,02c,02s,02h,L/SO,S/SO,L/SO%,3pK,4pW,PAu,Pitu,Stru,Name-additional
330,Paul Gervase,25,TBR,6.1,30,104,3.47,62,59.6%,32.3%,19.4%,17.7%,30.6%,67.7%,0.0%,40.4%,71.4%,66.7%,13.3%,4,2,36.7%,11,6,0,2,4,33.3%,2,2,0,0,0,gervapa01
331,Ian Gibaut,31,CIN,25.1,109,388,3.56,250,64.4%,24.4%,13.2%,28.0%,34.4%,75.6%,0.0%,48.7%,82.5%,60.6%,5.5%,6,6,21.1%,23,14,4,4,11,26.7%,5,0,0,0,0,gibauia01
332,Cade Gibson*,27,MIA,34.2,151,578,3.83,363,62.8%,31.4%,13.8%,24.5%,30.3%,68.6%,0.0%,43.1%,79.9%,57.6%,4.6%,7,4,21.2%,32,14,3,5,21,19.2%,3,1,0,0,0,gibsoca01
333,Kyle Gibson,37,BAL,12.1,73,280,3.84,164,58.6%,23.2%,15.9%,26.8%,34.1%,76.8%,0.0%,45.0%,79.4%,61.6%,5.5%,4,3,16.4%,12,4,1,1,9,10.0%,0,1,0,0,0,gibsoky01
334,Luis Gil,27,NYY,14.0,61,251,4.11,154,61.4%,32.5%,16.2%,26.0%,25.3%,67.5%,0.0%,41.4%,76.0%,55.7%,3.3%,2,2,23.0%,14,6,2,4,10,28.6%,2,0,0,0,0,gillu01
335,Logan Gilbert,28,SEA,91.2,376,1534,4.08,1014,66.1%,22.9%,25.0%,30.1%,22.1%,77.1%,0.0%,51.0%,67.6%,68.6%,2.4%,9,8,28.2%,106,38,1,17,108,13.6%,18,1,0,0,0,gilbelo01
336,Tyler Gilbert*,31,CHW,37.1,154,606,3.94,377,62.2%,22.8%,19.4%,31.0%,26.5%,76.9%,0.0%,47.9%,74.6%,59.7%,5.8%,9,3,22.1%,34,17,2,2,31,6.1%,7,4,0,0,0,gilbety01
337,Logan Gillaspie,28,SDP,7.0,31,111,3.58,70,63.1%,22.9%,14.3%,31.4%,31.4%,77.1%,0.0%,48.6%,81.5%,58.1%,6.5%,2,1,29.0%,9,6,1,2,2,50.0%,2,1,0,0,0,gillalo01
338,Connor Gillispie,27,MIA,26.0,124,471,3.80,299,63.5%,28.1%,15.4%,27.1%,29.4%,71.9%,0.0%,45.6%,78.6%,54.8%,2.4%,3,1,17.7%,22,10,1,7,16,30.4%,3,2,0,0,0,gillico01
339,Kevin Ginkel,31,ARI,25.2,121,491,4.06,301,61.3%,23.3%,21.6%,29.6%,25.6%,76.7%,0.0%,47.0%,71.9%,62.0%,4.1%,5,4,19.0%,23,9,2,5,24,17.2%,4,1,0,0,0,ginkeke01
340,J.T. Ginn,26,ATH,55.1,237,957,4.04,570,59.6%,30.9%,18.8%,23.3%,27.0%,69.1%,0.0%,41.2%,72.8%,52.3%,5.1%,12,8,22.4%,53,25,2,23,38,37.7%,9,3,0,0,0,ginnjt01
341,Lucas Giolito,30,BOS,106.2,447,1691,3.78,1093,64.6%,24.6%,16.9%,29.0%,29.5%,75.4%,0.0%,48.7%,77.5%,63.1%,2.5%,11,7,26.6%,119,57,6,22,65,25.3%,15,4,0,0,0,giolilu01
342,Sawyer Gipson-Long,27,DET,25.0,100,338,3.38,238,70.4%,23.9%,18.9%,26.1%,31.1%,76.1%,0.0%,53.6%,75.1%,71.0%,0.0%,0,0,28.0%,28,19,2,3,17,15.0%,7,0,0,0,0,gipsosa01
343,Tyler Glasnow,31,LAD,57.2,235,946,4.03,571,60.4%,29.9%,20.7%,25.9%,23.5%,70.1%,0.0%,42.3%,70.5%,55.3%,5.1%,12,8,18.3%,43,24,1,25,47,34.7%,11,4,0,0,0,glasnty01
344,Austin Gomber*,31,COL,54.2,252,924,3.67,612,66.2%,25.7%,11.8%,29.2%,33.3%,74.3%,0.0%,49.2%,84.2%,64.3%,3.6%,9,6,26.2%,66,29,5,11,21,34.4%,3,3,0,0,0,gombeau01
345,Yoendrys Gómez,25,TOT,27.2,131,510,3.89,310,60.8%,26.1%,17.4%,27.4%,28.7%,73.5%,0.0%,44.7%,76.0%,53.4%,7.6%,10,5,17.6%,23,10,0,3,20,13.0%,2,5,0,0,0,gomezyo01
346,Yoendrys Gómez,25,TOT,23.1,106,417,3.93,249,59.7%,25.3%,16.5%,28.9%,28.9%,74.3%,0.0%,44.4%,77.4%,50.9%,8.5%,9,5,18.9%,20,9,0,3,14,17.6%,1,4,0,0,0,gomezyo01
347,Yoendrys Gómez,25,NYY,10.0,44,170,3.86,95,55.9%,28.4%,12.6%,26.3%,31.6%,70.5%,0.0%,39.4%,80.9%,50.0%,15.9%,7,4,20.5%,9,6,0,1,4,20.0%,1,3,0,0,0,gomezyo01
348,Yoendrys Gómez,25,LAD,4.1,25,93,3.72,61,65.6%,29.5%,21.3%,21.3%,27.9%,70.5%,0.0%,46.2%,69.8%,64.0%,4.0%,1,0,12.0%,3,1,0,0,6,0.0%,1,1,0,0,0,gomezyo01
349,Yoendrys Gómez,25,CHW,13.1,62,247,3.98,154,62.3%,23.4%,18.8%,30.5%,27.3%,76.6%,0.0%,47.8%,75.4%,51.6%,3.2%,2,1,17.7%,11,3,0,2,10,16.7%,0,1,0,0,0,gomezyo01
350,Tony Gonsolin,31,LAD,36.0,158,609,3.85,374,61.4%,28.6%,21.7%,23.5%,26.2%,71.4%,0.0%,43.8%,69.7%,64.6%,4.4%,7,3,31.6%,50,20,1,8,30,21.1%,9,4,0,0,0,gonsoto01
351,Wikelman González,23,CHW,8.0,32,134,4.19,87,64.9%,29.9%,27.6%,17.2%,25.3%,70.1%,0.0%,45.5%,60.7%,59.4%,6.3%,2,2,40.6%,13,9,0,1,5,16.7%,1,0,0,0,0,gonzawi02
352,Colton Gordon*,26,HOU,68.2,310,1182,3.81,795,67.3%,25.2%,13.8%,31.7%,29.3%,74.8%,0.0%,50.3%,81.5%,63.2%,4.8%,15,12,31.0%,96,54,6,22,40,35.5%,9,1,0,0,0,gordoco01
353,Tanner Gordon,27,COL,38.1,180,632,3.51,433,68.5%,21.5%,12.7%,32.1%,33.7%,78.5%,0.0%,53.8%,83.8%,62.2%,3.3%,6,4,23.3%,42,27,2,6,18,25.0%,7,2,0,0,0,gordota01
354,MacKenzie Gore*,26,WSN,138.0,585,2388,4.08,1505,63.0%,21.5%,23.9%,30.4%,24.2%,78.5%,0.0%,49.5%,69.5%,58.5%,4.6%,27,20,28.9%,169,85,7,31,134,18.8%,21,7,0,0,0,gorema01
355,Gordon Graceffo,25,STL,31.0,134,507,3.78,331,65.3%,24.5%,16.0%,29.6%,29.9%,75.5%,0.0%,49.3%,78.8%,67.2%,5.2%,7,4,25.4%,34,11,1,8,18,30.8%,4,3,0,0,0,gracego01
356,Andre Granillo,25,STL,15.2,67,256,3.82,166,64.8%,22.9%,22.3%,23.5%,31.3%,77.1%,0.0%,50.0%,71.1%,62.7%,3.0%,2,2,16.4%,11,7,2,2,9,18.2%,2,0,0,0,0,granian01
357,Kendall Graveman,34,ARI,17.2,83,324,3.90,180,55.6%,22.8%,21.7%,22.2%,33.3%,77.2%,0.0%,42.9%,71.9%,55.4%,6.0%,5,3,16.9%,14,4,1,1,8,11.1%,0,2,0,0,0,graveke01
358,Jon Gray,33,TEX,14.0,63,210,3.33,135,64.3%,22.2%,16.3%,28.1%,33.3%,77.8%,0.0%,50.0%,79.0%,58.7%,0.0%,0,0,28.6%,18,13,0,6,6,50.0%,4,0,0,0,0,grayjo02
359,Sonny Gray,35,STL,140.1,579,2083,3.60,1392,66.8%,28.2%,19.1%,24.3%,28.4%,71.8%,0.0%,48.0%,73.3%,64.1%,1.7%,10,7,24.7%,143,86,8,52,103,33.5%,33,3,0,0,0,grayso01
360,Chad Green,34,TOR,43.2,192,710,3.70,456,64.2%,20.6%,18.0%,30.7%,30.7%,79.4%,0.0%,51.0%,77.3%,63.5%,3.6%,7,3,24.0%,46,18,0,9,26,25.7%,4,2,0,0,0,greench03
361,Hunter Greene,25,CIN,65.2,258,1063,4.12,747,70.3%,21.7%,24.1%,32.4%,21.8%,78.3%,0.0%,55.0%,69.2%,72.9%,1.2%,3,2,41.5%,107,70,3,17,62,21.5%,19,1,0,0,0,greenhu01
362,Sean Guenther*,29,DET,10.1,43,154,3.58,98,63.6%,34.7%,12.2%,22.4%,30.6%,65.3%,0.0%,41.6%,81.3%,65.1%,7.0%,3,2,30.2%,13,6,4,3,5,37.5%,1,1,0,0,0,guentse01
363,Luis Guerrero,24,BOS,17.1,72,289,4.01,166,57.4%,22.3%,22.9%,25.9%,28.9%,77.7%,0.0%,44.6%,70.5%,52.8%,13.9%,10,4,23.6%,17,12,1,2,8,20.0%,1,6,0,0,0,guerrlu01
364,Ryan Gusto,26,TOT,92.0,406,1575,3.88,1028,65.3%,24.7%,18.6%,29.8%,26.8%,75.2%,0.0%,49.1%,75.2%,64.5%,2.7%,11,4,30.0%,122,71,6,14,80,14.9%,11,7,0,0,0,gustory01
365,Ryan Gusto,26,HOU,86.0,380,1477,3.89,961,65.1%,25.1%,18.3%,29.3%,27.2%,74.8%,0.0%,48.7%,75.4%,64.2%,2.9%,11,4,30.5%,116,68,6,13,73,15.1%,10,7,0,0,0,gustory01
366,Ryan Gusto,26,MIA,6.0,26,98,3.77,67,68.4%,19.4%,22.4%,35.8%,22.4%,80.6%,0.0%,55.1%,72.2%,69.2%,0.0%,0,0,23.1%,6,3,0,1,7,12.5%,1,0,0,0,0,gustory01
367,Josh Hader*,31,HOU,52.2,206,847,4.11,576,68.0%,18.9%,32.8%,28.8%,19.4%,81.1%,0.0%,55.1%,59.5%,71.4%,4.9%,10,7,43.2%,89,46,5,9,67,11.8%,15,2,0,0,0,haderjo01
368,Justin Hagenman,28,NYM,19.1,78,297,3.81,190,64.0%,25.8%,21.6%,23.7%,28.9%,74.2%,0.0%,47.5%,70.9%,60.3%,2.6%,2,1,11.5%,9,4,0,6,14,30.0%,2,1,0,0,0,hagenju01
369,Jesse Hahn,35,SEA,5.0,25,79,3.16,44,55.7%,29.5%,18.2%,15.9%,36.4%,70.5%,0.0%,39.2%,74.2%,52.0%,12.0%,3,1,4.0%,1,0,0,2,1,66.7%,0,0,0,0,0,hahnje01
370,DL Hall*,26,MIL,37.2,151,577,3.82,348,60.3%,27.0%,14.7%,27.6%,30.7%,73.0%,0.0%,44.0%,79.9%,58.3%,4.6%,7,4,21.2%,32,22,2,9,18,33.3%,6,3,0,0,0,halldl01
371,Seth Halvorsen,25,COL,39.2,173,637,3.68,398,62.5%,23.1%,22.6%,25.1%,29.1%,76.9%,0.0%,48.0%,70.6%,59.5%,7.5%,13,6,24.3%,42,23,6,6,30,16.7%,3,6,0,0,0,halvose01
372,Ian Hamilton,30,NYY,40.0,166,641,3.86,410,64.0%,22.7%,21.5%,31.2%,24.6%,77.3%,0.0%,49.5%,72.2%,63.9%,4.2%,7,6,29.5%,49,29,1,9,33,21.4%,10,1,0,0,0,hamilia01
373,Garrett Hampson,30,STL,1.0,3,3,1.00,3,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,,100.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0,0,0,,0,0,0,0,0,hampsga01
374,Emerson Hancock,26,SEA,77.1,337,1246,3.70,799,64.1%,23.5%,14.9%,30.7%,30.9%,76.5%,0.0%,49.0%,80.5%,65.3%,3.9%,13,7,28.8%,97,54,6,11,42,20.8%,7,6,0,0,0,hancoem01
375,Brenan Hanifee,27,DET,52.1,227,822,3.62,527,64.1%,28.8%,12.0%,25.2%,34.0%,71.2%,0.0%,45.6%,83.2%,65.6%,4.8%,11,7,22.0%,50,21,3,11,24,31.4%,6,2,0,0,0,hanifbr01
376,Tom Harrington,23,PIT,8.2,50,200,4.00,124,62.0%,21.8%,16.1%,33.1%,29.0%,78.2%,0.0%,48.5%,79.4%,66.0%,6.0%,3,3,28.0%,14,5,1,1,6,14.3%,0,0,0,0,0,harrito03
377,Hogan Harris*,28,ATH,47.0,212,869,4.10,555,63.9%,27.6%,17.1%,31.0%,24.3%,72.4%,0.0%,46.3%,76.4%,59.9%,6.1%,13,10,24.1%,51,21,4,14,37,27.5%,5,0,0,0,0,harriho03
378,Kyle Harrison*,23,SFG,23.2,100,388,3.88,257,66.2%,23.0%,21.8%,29.6%,25.7%,77.0%,0.0%,51.0%,71.7%,60.0%,5.0%,5,1,31.0%,31,14,2,5,20,20.0%,5,3,0,0,0,harriky01
379,Kyle Hart*,32,SDP,32.1,134,484,3.61,317,65.5%,28.4%,12.9%,25.6%,33.1%,71.6%,0.0%,46.9%,81.9%,60.4%,1.5%,2,2,12.7%,17,10,1,7,14,33.3%,1,0,0,0,0,hartky01
380,Geoff Hartlieb,31,TOT,3.1,24,109,4.54,60,55.0%,26.7%,18.3%,33.3%,21.7%,73.3%,0.0%,40.4%,75.0%,45.8%,16.7%,4,2,29.2%,7,5,1,0,5,0.0%,0,2,0,0,0,hartlge01
381,Geoff Hartlieb,31,NYY,1.1,13,65,5.00,35,53.8%,25.7%,17.1%,42.9%,14.3%,74.3%,0.0%,40.0%,76.9%,38.5%,15.4%,2,1,7.7%,1,0,0,0,4,0.0%,0,1,0,0,0,hartlge01
382,Geoff Hartlieb,31,DET,2.0,11,44,4.00,25,56.8%,28.0%,20.0%,20.0%,32.0%,72.0%,0.0%,40.9%,72.2%,54.5%,18.2%,2,1,54.5%,6,5,1,0,1,0.0%,0,1,0,0,0,hartlge01
383,Hunter Harvey,30,KCR,10.2,39,167,4.28,109,65.3%,22.0%,23.9%,29.4%,24.8%,78.0%,0.0%,50.9%,69.4%,69.2%,10.3%,4,3,25.6%,10,5,0,3,8,27.3%,1,1,0,0,0,harvehu01
384,Thomas Hatch,30,TOT,14.2,64,255,3.98,147,57.6%,21.1%,15.6%,34.0%,29.3%,78.9%,0.0%,45.5%,80.2%,59.4%,6.3%,4,2,21.9%,14,6,1,2,8,20.0%,1,1,0,0,0,hatchto01
385,Thomas Hatch,30,KCR,1.0,5,19,3.80,12,63.2%,25.0%,16.7%,25.0%,33.3%,75.0%,0.0%,47.4%,77.8%,40.0%,0.0%,0,0,20.0%,1,0,0,0,1,0.0%,0,0,0,0,0,hatchto01
386,Thomas Hatch,30,MIN,13.2,59,236,4.00,135,57.2%,20.7%,15.6%,34.8%,28.9%,79.3%,0.0%,45.3%,80.4%,61.0%,6.8%,4,2,22.0%,13,6,1,2,7,22.2%,1,1,0,0,0,hatchto01
387,Brent Headrick*,27,NYY,23.0,92,366,3.98,260,71.0%,18.8%,27.7%,32.7%,20.8%,81.2%,0.0%,57.7%,65.9%,69.6%,1.1%,1,0,43.5%,40,26,1,5,25,16.7%,10,0,0,0,0,headrbr01
388,Andrew Heaney*,34,PIT,119.2,519,1998,3.85,1273,63.7%,25.4%,14.8%,29.4%,30.4%,74.5%,0.0%,47.5%,80.1%,60.1%,4.8%,25,18,22.5%,117,54,5,15,68,18.1%,11,7,0,0,0,heanean01
389,Austin Hedges,32,CLE,2.0,11,39,3.55,24,61.5%,50.0%,0.0%,12.5%,37.5%,50.0%,0.0%,30.8%,100.0%,72.7%,9.1%,1,1,18.2%,2,0,0,1,0,100.0%,0,0,0,0,0,hedgeau01
390,Tyler Heineman,34,TOR,2.0,10,25,2.50,17,68.0%,41.2%,0.0%,11.8%,47.1%,58.8%,0.0%,40.0%,100.0%,70.0%,0.0%,0,0,10.0%,1,0,0,0,0,,0,0,0,0,0,heinety01
391,Ryan Helsley,30,TOT,42.1,191,726,3.80,501,69.0%,20.0%,24.6%,31.1%,24.4%,80.0%,0.0%,55.2%,69.3%,58.6%,3.7%,7,3,40.3%,77,60,3,12,38,24.0%,9,1,0,0,0,helslry01
392,Ryan Helsley,30,STL,36.0,157,601,3.83,414,68.9%,20.0%,24.6%,30.9%,24.4%,80.0%,0.0%,55.1%,69.2%,60.5%,3.2%,5,2,42.0%,66,52,2,10,31,24.4%,6,1,0,0,0,helslry01
393,Ryan Helsley,30,NYM,6.1,34,125,3.68,87,69.6%,19.5%,24.1%,32.2%,24.1%,80.5%,0.0%,56.0%,70.0%,50.0%,5.9%,2,1,32.4%,11,8,1,2,7,22.2%,3,0,0,0,0,helslry01
394,Logan Henderson,23,MIL,25.1,99,410,4.14,277,67.6%,18.8%,22.4%,37.9%,20.9%,81.2%,0.0%,54.9%,72.4%,66.7%,6.1%,6,3,40.4%,40,21,3,5,28,15.2%,5,3,0,0,0,hendelo01
395,Kyle Hendricks,35,LAA,120.0,508,1896,3.73,1274,67.2%,28.5%,12.7%,28.0%,30.7%,71.4%,0.0%,48.0%,82.1%,66.1%,3.3%,17,10,30.5%,155,84,6,27,55,32.9%,17,4,0,0,0,hendrky01
396,Liam Hendriks,36,BOS,13.2,60,232,3.87,143,61.6%,24.5%,22.4%,25.9%,27.3%,75.5%,0.0%,46.6%,70.4%,58.3%,3.3%,2,2,25.0%,15,8,2,3,9,25.0%,2,0,0,0,0,hendrli01
397,Edgardo Henriquez,23,LAD,7.0,26,83,3.19,59,71.1%,11.9%,22.0%,30.5%,35.6%,88.1%,0.0%,62.7%,75.0%,57.7%,0.0%,0,0,42.3%,11,6,0,2,2,50.0%,2,0,0,0,0,henried01
398,Ronny Henriquez,25,MIA,57.0,238,908,3.82,590,65.0%,24.7%,27.3%,25.3%,22.7%,75.3%,0.0%,48.9%,63.7%,61.8%,3.8%,9,1,27.7%,66,38,2,16,63,20.3%,12,6,0,0,0,henriro01
399,Cole Henry,25,WSN,44.1,200,779,3.90,467,59.9%,27.0%,18.4%,28.1%,26.6%,73.0%,0.0%,43.8%,74.8%,52.0%,5.0%,10,5,19.0%,38,15,1,11,33,25.0%,4,4,0,0,0,henryco01
400,Tommy Henry*,27,ARI,6.2,26,107,4.12,70,65.4%,25.7%,21.4%,30.0%,22.9%,74.3%,0.0%,48.6%,71.2%,53.8%,0.0%,0,0,34.6%,9,6,0,0,8,0.0%,2,0,0,0,0,henryto01
401,Jimmy Herget,31,COL,67.0,286,1048,3.66,673,64.2%,28.7%,18.1%,23.8%,29.4%,71.3%,0.0%,45.8%,74.6%,62.2%,4.2%,12,7,23.1%,66,36,5,7,52,11.9%,8,5,0,0,0,hergeji01
402,Kevin Herget,34,TOT,5.1,25,102,4.08,64,62.7%,21.9%,6.3%,37.5%,34.4%,78.1%,0.0%,49.0%,92.0%,64.0%,8.0%,2,2,20.0%,5,2,0,1,0,100.0%,0,0,0,0,0,hergeke01
403,Kevin Herget,34,NYM,4.1,19,70,3.68,45,64.3%,17.8%,6.7%,35.6%,40.0%,82.2%,0.0%,52.9%,91.9%,68.4%,5.3%,1,1,15.8%,3,1,0,1,0,100.0%,0,0,0,0,0,hergeke01
404,Kevin Herget,34,ATL,1.0,6,32,5.33,19,59.4%,31.6%,5.3%,42.1%,21.1%,68.4%,0.0%,40.6%,92.3%,50.0%,16.7%,1,1,33.3%,2,1,0,0,0,,0,0,0,0,0,hergeke01
405,Carlos Hernández,28,TOT,43.1,203,759,3.74,492,64.8%,22.8%,20.5%,28.3%,28.5%,77.2%,0.0%,50.1%,73.4%,60.1%,4.9%,10,6,22.7%,46,29,2,6,33,15.4%,9,4,0,0,0,hernaca04
406,Carlos Hernández,28,TOT,17.2,80,321,4.01,200,62.3%,24.5%,25.0%,23.0%,27.5%,75.5%,0.0%,47.0%,66.9%,60.0%,5.0%,4,3,18.8%,15,9,1,3,13,18.8%,2,1,0,0,0,hernaca04
407,Carlos Hernández,28,PHI,25.2,123,438,3.56,292,66.7%,21.6%,17.5%,31.8%,29.1%,78.4%,0.0%,52.3%,77.7%,60.2%,4.9%,6,3,25.2%,31,20,1,3,20,13.0%,7,3,0,0,0,hernaca04
408,Carlos Hernández,28,DET,10.2,53,224,4.23,138,61.6%,23.9%,29.0%,22.5%,24.6%,76.1%,0.0%,46.9%,61.9%,62.3%,7.5%,4,3,18.9%,10,5,1,2,11,15.4%,2,1,0,0,0,hernaca04
409,Carlos Hernández,28,CLE,7.0,27,97,3.59,62,63.9%,25.8%,16.1%,24.2%,33.9%,74.2%,0.0%,47.4%,78.3%,55.6%,0.0%,0,0,18.5%,5,4,0,1,2,33.3%,0,0,0,0,0,hernaca04
410,Daysbel Hernández,28,ATL,36.1,159,701,4.41,404,57.6%,26.0%,21.8%,28.5%,23.3%,73.5%,0.0%,42.4%,69.9%,53.5%,5.7%,9,3,23.9%,38,24,4,5,28,15.2%,4,5,0,0,0,hernada03
411,Enrique Hernández,33,LAD,5.1,37,125,3.38,62,49.6%,32.3%,8.1%,14.5%,45.2%,67.7%,0.0%,33.6%,88.1%,40.5%,13.5%,5,4,5.4%,2,0,0,1,0,100.0%,0,1,0,0,0,hernaen02
412,Nick Hernandez,30,HOU,6.2,33,138,4.18,79,57.2%,19.0%,22.8%,31.6%,26.6%,81.0%,0.0%,46.4%,71.9%,42.4%,6.1%,2,2,6.1%,2,2,0,1,6,14.3%,1,0,0,0,0,hernani01
413,José Herrera,28,ARI,2.0,10,27,2.70,15,55.6%,26.7%,0.0%,6.7%,66.7%,73.3%,0.0%,40.7%,100.0%,30.0%,10.0%,1,1,0.0%,0,0,0,0,0,,0,0,0,0,0,herrejo04
414,Tim Herrin*,28,CLE,32.0,144,552,3.83,325,58.9%,30.2%,20.3%,24.0%,25.5%,69.8%,0.0%,41.1%,70.9%,54.9%,6.9%,10,6,26.4%,38,23,3,8,24,25.0%,7,3,0,0,0,herriti01
415,Codi Heuer,28,TOT,4.2,21,87,4.14,55,63.2%,20.0%,27.3%,27.3%,25.5%,80.0%,0.0%,50.6%,65.9%,47.6%,4.8%,1,1,33.3%,7,3,0,0,5,0.0%,0,0,0,0,0,heuerco01
416,Codi Heuer,28,TEX,1.1,5,20,4.00,16,80.0%,6.3%,18.8%,50.0%,25.0%,93.8%,0.0%,75.0%,80.0%,80.0%,0.0%,0,0,100.0%,5,3,0,0,1,0.0%,0,0,0,0,0,heuerco01
417,Codi Heuer,28,DET,3.1,16,67,4.19,39,58.2%,25.6%,30.8%,17.9%,25.6%,74.4%,0.0%,43.3%,58.6%,37.5%,6.3%,1,1,12.5%,2,0,0,0,4,0.0%,0,0,0,0,0,heuerco01
418,Jordan Hicks,28,TOT,62.2,288,1112,3.86,692,62.2%,29.2%,17.1%,25.4%,28.3%,70.8%,0.0%,44.1%,75.9%,59.4%,4.2%,12,5,25.3%,73,38,4,23,33,41.1%,10,6,0,0,0,hicksjo03
419,Jordan Hicks,28,SFG,48.2,217,825,3.80,516,62.5%,29.7%,17.2%,24.0%,29.1%,70.3%,0.0%,44.0%,75.5%,58.5%,4.1%,9,5,25.8%,56,33,3,17,26,39.5%,9,4,0,0,0,hicksjo03
420,Jordan Hicks,28,BOS,14.0,71,287,4.04,176,61.3%,27.8%,16.5%,29.5%,26.1%,72.2%,0.0%,44.3%,77.2%,62.0%,4.2%,3,0,23.9%,17,5,1,6,7,46.2%,1,2,0,0,0,hicksjo03
421,Jaden Hill,25,COL,13.2,60,237,3.95,149,62.9%,24.8%,17.4%,32.2%,25.5%,75.2%,0.0%,47.3%,76.8%,63.3%,3.3%,2,1,35.0%,21,12,1,6,8,42.9%,4,1,0,0,0,hillja01
422,Rich Hill*,45,KCR,9.0,44,171,3.89,100,58.5%,33.0%,13.0%,23.0%,31.0%,67.0%,0.0%,39.2%,80.6%,59.1%,4.5%,2,0,27.3%,12,8,1,3,1,75.0%,0,2,0,0,0,hillri01
423,Tim Hill*,35,NYY,54.1,216,726,3.36,505,69.6%,21.6%,12.7%,31.3%,34.5%,78.4%,0.0%,54.5%,83.8%,72.7%,2.8%,6,3,28.7%,62,44,2,5,23,17.9%,12,2,0,0,0,hillti01
424,Yaramil Hiraldo,29,BAL,10.1,40,153,3.83,108,70.6%,13.9%,25.9%,31.5%,28.7%,86.1%,0.0%,60.8%,69.9%,60.0%,0.0%,0,0,30.0%,12,9,0,0,8,0.0%,4,0,0,0,0,hiralya01
425,Sean Hjelle,28,SFG,15.0,73,254,3.48,160,63.0%,33.1%,15.6%,18.1%,33.1%,66.9%,0.0%,42.1%,76.6%,68.5%,5.5%,4,1,32.9%,24,16,5,1,10,9.1%,2,1,0,0,0,hjellse01
426,Porter Hodge,24,CHC,23.2,105,433,4.12,274,63.3%,27.0%,19.0%,29.2%,24.8%,73.0%,0.0%,46.2%,74.0%,52.4%,2.9%,3,2,25.7%,27,18,2,5,20,20.0%,4,1,0,0,0,hodgepo01
427,Bryan Hoeing,28,SDP,8.0,36,131,3.64,80,61.1%,21.3%,12.5%,31.3%,35.0%,78.8%,0.0%,48.1%,84.1%,55.6%,2.8%,1,0,25.0%,9,6,1,0,5,0.0%,1,1,0,0,0,hoeinbr01
428,Jeff Hoffman,32,TOR,51.0,209,811,3.88,559,68.9%,23.4%,25.0%,30.4%,21.1%,76.6%,0.0%,52.8%,67.3%,72.2%,4.8%,10,6,34.0%,71,42,4,12,60,16.7%,15,3,0,0,0,hoffmje02
429,Nolan Hoffman,27,PHI,1.0,7,26,3.71,16,61.5%,25.0%,12.5%,37.5%,25.0%,75.0%,0.0%,46.2%,83.3%,71.4%,0.0%,0,0,14.3%,1,1,1,1,1,50.0%,0,0,0,0,0,hoffmno01
430,Andrew Hoffmann,25,TOT,10.1,51,199,3.90,118,59.3%,20.3%,28.0%,25.4%,26.3%,79.7%,0.0%,47.2%,64.9%,64.7%,3.9%,2,2,11.8%,6,2,0,1,11,8.3%,0,0,0,0,0,hoffman01
431,Andrew Hoffmann,25,KCR,4.2,26,103,3.96,60,58.3%,23.3%,25.0%,23.3%,28.3%,76.7%,0.0%,44.7%,67.4%,65.4%,3.8%,1,1,7.7%,2,2,0,1,4,20.0%,0,0,0,0,0,hoffman01
432,Andrew Hoffmann,25,ARI,5.2,25,96,3.84,58,60.4%,17.2%,31.0%,27.6%,24.1%,82.8%,0.0%,50.0%,62.5%,64.0%,4.0%,1,1,16.0%,4,0,0,0,7,0.0%,0,0,0,0,0,hoffman01
433,Gunnar Hoglund,25,ATH,32.1,139,548,3.94,347,63.3%,27.7%,15.9%,25.9%,30.3%,72.0%,0.0%,45.6%,77.7%,58.3%,5.0%,7,5,25.9%,36,18,1,6,16,27.3%,3,2,0,0,0,hoglugu01
434,Colin Holderman,29,PIT,15.2,78,301,3.86,194,64.5%,25.3%,19.6%,27.8%,27.3%,74.7%,0.0%,48.2%,73.8%,57.7%,5.1%,4,3,30.8%,24,12,0,3,8,27.3%,6,1,0,0,0,holdeco01
435,Gavin Hollowell,27,CHC,9.1,43,172,4.00,107,62.2%,29.9%,18.7%,27.1%,24.3%,70.1%,0.0%,43.6%,73.3%,60.5%,11.6%,5,1,39.5%,17,10,1,2,8,20.0%,2,4,0,0,0,holloga01
436,Grant Holman,25,ATH,23.0,103,376,3.65,226,60.1%,21.7%,21.7%,23.0%,33.6%,78.3%,0.0%,47.1%,72.3%,48.5%,6.8%,7,5,16.5%,17,8,1,3,13,17.6%,2,2,0,0,0,holmagr01
437,Clay Holmes,32,NYM,131.0,562,2219,3.95,1396,62.9%,28.9%,15.5%,27.4%,28.2%,71.1%,0.0%,44.7%,78.2%,60.1%,4.1%,23,14,23.0%,129,77,13,26,79,24.8%,16,9,0,0,0,holmecl01
438,Grant Holmes,29,ATL,115.0,493,1964,3.98,1237,63.0%,23.3%,22.8%,29.0%,24.9%,76.7%,0.0%,48.3%,70.3%,58.8%,5.5%,27,19,25.6%,126,68,6,24,99,19.5%,28,7,0,0,0,holmegr01
439,Tyler Holton*,29,DET,61.0,244,915,3.75,602,65.8%,27.4%,17.4%,24.4%,30.6%,72.4%,0.0%,47.7%,75.7%,63.5%,3.3%,8,5,23.8%,58,22,5,12,37,24.5%,5,3,0,0,0,holtoty01
